category,vendor_sku_code,unit_cost,std_pack_qty,std_skid_qty,status,notes
Post Top Fitters,99-S072-WHT,7.15,50,2250,active,
Post Top Fitters,99-S048-BLK,7.15,50,2250,active,
Post Top Fitters,99-S048-WHT,7.15,50,2250,active,
Post Top Fitters,99-SM071-BLK,,24,,call_for_quote,STD SKID = TBD
Accessories,98-ATOP-WASH,,,,call_for_quote,STD PACK/SKID = TBD
Accessories,98-ATOP-WASH-66,,,,call_for_quote,STD PACK/SKID = TBD
Accessories,98-ATOP-WASH-88230,,,,call_for_quote,STD PACK/SKID = TBD
Accessories,99-FINIAL-BLK,4.20,100,,active,STD SKID = TBD
Accessories,99-FINIAL-TH,3.55,,,active,Finial hardware only
Accessories,89103-WHT,,,,call_for_quote,STD PACK/SKID = TBD
Accessories,89000-BLK,,4,48,call_for_quote,
Accessories,99-DSR12-TM-ASS,,,,discontinued,
Accessories,99-DSR12-BMED-ASS,48.30,,,active,STD SKID = TBD
Accessories,99-DSR12-BMOG-ASS,48.30,,,active,STD SKID = TBD
Lite Lids,99-LL15-P,,,,call_for_quote,425 optical refractor; STD PACK/SKID = TBD
Lite Lids,99-LL15-NP,,,,call_for_quote,425 optical refractor; STD PACK/SKID = TBD
Pole Base Covers,84211-BC,,8,,call_for_quote,STD SKID = MOQ
Pole Base Covers,84211-BZ,,8,,call_for_quote,STD SKID = MOQ
Pole Base Covers,84211-PC,,8,,call_for_quote,STD SKID = MOQ
Pole Base Covers,84212-BC,,9,,call_for_quote,STD SKID = MOQ
Pole Base Covers,84212-BZ,,9,,call_for_quote,STD SKID = MOQ
Pole Base Covers,84212-PC,,9,,call_for_quote,STD SKID = MOQ
Pole Base Covers,84213-BC,,9,,call_for_quote,STD SKID = MOQ
Pole Base Covers,84213-BZ,,9,,call_for_quote,STD SKID = MOQ
Pole Base Covers,84213-PC,,9,,call_for_quote,STD SKID = MOQ
